PATH,NODE,ACCESS,BUILT-IN-TYPE,DERIVED-TYPE,AUGMENT,CONSTRAINTS,NOTES
system/aaa/server-groups/server-group/servers/server/state/messages-sent,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/state/name,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/state/timeout,leaf,read,uint16,,,,
system/aaa/server-groups/server-group/servers/server/radius/config/acct-port,leaf,read+write,uint16,oc-inet:port-number,,,
system/aaa/server-groups/server-group/servers/server/radius/config/auth-port,leaf,read+write,uint16,oc-inet:port-number,,,
system/aaa/server-groups/server-group/servers/server/radius/config/retransmit-attempts,leaf,read+write,uint8,,,,"In EOS, retransmit-attempts can be between 0 and 100"
system/aaa/server-groups/server-group/servers/server/radius/config/secret-key,leaf,read+write,string,oc-types:routing-password,,,
system/aaa/server-groups/server-group/servers/server/radius/config/secret-key-hashed,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/radius/config/source-address,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/radius/state/acct-port,leaf,read,uint16,oc-inet:port-number,,,
system/aaa/server-groups/server-group/servers/server/radius/state/auth-port,leaf,read,uint16,oc-inet:port-number,,,
system/aaa/server-groups/server-group/servers/server/radius/state/counters,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/radius/state/retransmit-attempts,leaf,read,uint8,,,,
system/aaa/server-groups/server-group/servers/server/radius/state/secret-key,leaf,read,string,oc-types:routing-password,,,
system/aaa/server-groups/server-group/servers/server/radius/state/secret-key-hashed,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/radius/state/source-address,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/tacacs/config/port,leaf,read+write,uint16,oc-inet:port-number,,,
system/aaa/server-groups/server-group/servers/server/tacacs/config/secret-key,leaf,read+write,string,oc-types:routing-password,,,
system/aaa/server-groups/server-group/servers/server/tacacs/config/secret-key-hashed,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/tacacs/config/source-address,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/tacacs/state/port,leaf,read,uint16,oc-inet:port-number,,,
system/aaa/server-groups/server-group/servers/server/tacacs/state/secret-key,leaf,read,string,oc-types:routing-password,,,
system/aaa/server-groups/server-group/servers/server/tacacs/state/secret-key-hashed,,not-supported,,,,,Not-supported deviation.
system/aaa/server-groups/server-group/servers/server/tacacs/state/source-address,,not-supported,,,,,Not-supported deviation.
system/alarms/alarm/config,,not-supported,,,,,Not-supported deviation.
system/alarms/alarm/id,leaf,read,string,,,,gNMI-only access
system/alarms/alarm/state/id,leaf,read,string,,,,gNMI-only access
system/alarms/alarm/state/resource,leaf,read,string,,,,gNMI-only access
system/alarms/alarm/state/severity,leaf,read,identityref,,,,gNMI-only access
system/alarms/alarm/state/text,leaf,read,string,,,,gNMI-only access
system/alarms/alarm/state/time-created,leaf,read,uint64,openconfig-types:timeticks64,,,gNMI-only access
system/alarms/alarm/state/type-id,leaf,read,union,,,,gNMI-only access
system/clock/state,,not-supported,,,,,Not-supported deviation.
system/clock/config/timezone-name,leaf,read+write,string,timezone-name-type,,,
system/console/state/counters/access-accepts,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
system/console/state/counters/access-rejects,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
system/console/state/counters/last-access-accept,leaf,read,uint64,openconfig-types:timeticks64,,,gNMI-only access
system/console/state/counters/last-access-reject,leaf,read,uint64,openconfig-types:timeticks64,,,gNMI-only access
system/control-plane-traffic/egress,,not-supported,,,,,Not-supported deviation.
system/control-plane-traffic/ingress/acl/acl-set/set-name,leafref,read+write,string,,,,
system/control-plane-traffic/ingress/acl/acl-set/type,leafref,read+write,identityref,,,,
system/control-plane-traffic/ingress/acl/acl-set/config/set-name,leafref,read+write,string,,,,
system/control-plane-traffic/ingress/acl/acl-set/config/type,leafref,read+write,identityref,,,,
system/control-plane-traffic/ingress/acl/acl-set/state/set-name,leafref,read,string,,,,
system/control-plane-traffic/ingress/acl/acl-set/state/type,leafref,read,identityref,,,,
system/control-plane-traffic/ingress/acl/acl-set/acl-entries/acl-entry/sequence-id,leafref,read,uint32,,,,
system/control-plane-traffic/ingress/acl/acl-set/acl-entries/acl-entry/state/matched-octets,leaf,read,uint64,oc-yang:counter64,,,
system/control-plane-traffic/ingress/acl/acl-set/acl-entries/acl-entry/state/matched-packets,leaf,read,uint64,oc-yang:counter64,,,
system/control-plane-traffic/ingress/acl/acl-set/acl-entries/acl-entry/state/sequence-id,leafref,read,uint32,,,,
system/control-plane-traffic/ingress/qos/classifier/config/name,leafref,read+write,string,,,,gNMI-only access
system/control-plane-traffic/ingress/qos/classifier/state/name,leafref,read,string,,,,gNMI-only access
system/control-plane-traffic/ingress/qos/classifier/terms/term/id,leaf,read,string,,,,gNMI-only access
system/control-plane-traffic/ingress/qos/classifier/terms/term/state/id,leafref,read,string,,,,gNMI-only access
system/control-plane-traffic/ingress/qos/classifier/terms/term/state/matched-octets,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
system/control-plane-traffic/ingress/qos/classifier/terms/term/state/matched-packets,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
system/control-plane-traffic/ingress/qos/scheduler-policy/config/name,leafref,read+write,string,,,,gNMI-only access
system/control-plane-traffic/ingress/qos/scheduler-policy/state/name,leafref,read,string,,,,gNMI-only access
system/control-plane-traffic/ingress/qos/scheduler-policy/scheduler-statistics/scheduler/sequence,leaf,read,string,,,,gNMI-only access
system/control-plane-traffic/ingress/qos/scheduler-policy/scheduler-statistics/scheduler/state/conforming-octets,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
system/control-plane-traffic/ingress/qos/scheduler-policy/scheduler-statistics/scheduler/state/conforming-pkts,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
system/control-plane-traffic/ingress/qos/scheduler-policy/scheduler-statistics/scheduler/state/exceeding-octets,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
system/control-plane-traffic/ingress/qos/scheduler-policy/scheduler-statistics/scheduler/state/exceeding-pkts,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
system/control-plane-traffic/ingress/qos/scheduler-policy/scheduler-statistics/scheduler/state/sequence,,not-supported,,,,,Not-supported deviation.
system/control-plane-traffic/ingress/qos/scheduler-policy/scheduler-statistics/scheduler/state/violating-octets,,not-supported,,,,,Not-supported deviation.
system/control-plane-traffic/ingress/qos/scheduler-policy/scheduler-statistics/scheduler/state/violating-pkts,,not-supported,,,,,Not-supported deviation.
system/cpus/cpu/index,leafref,read,union,,,,
system/cpus/cpu/state/index,leaf,read,union,,,,
system/cpus/cpu/state/hardware-interrupt/avg,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/hardware-interrupt/instant,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/hardware-interrupt/interval,leaf,read,uint64,oc-types:stat-interval,,,
system/cpus/cpu/state/hardware-interrupt/max,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/hardware-interrupt/max-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/hardware-interrupt/min,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/hardware-interrupt/min-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/idle/avg,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/idle/instant,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/idle/interval,leaf,read,uint64,oc-types:stat-interval,,,
system/cpus/cpu/state/idle/max,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/idle/max-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/idle/min,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/idle/min-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/kernel/avg,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/kernel/instant,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/kernel/interval,leaf,read,uint64,oc-types:stat-interval,,,
system/cpus/cpu/state/kernel/max,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/kernel/max-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/kernel/min,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/kernel/min-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/nice/avg,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/nice/instant,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/nice/interval,leaf,read,uint64,oc-types:stat-interval,,,
system/cpus/cpu/state/nice/max,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/nice/max-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/nice/min,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/nice/min-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/software-interrupt/avg,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/software-interrupt/instant,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/software-interrupt/interval,leaf,read,uint64,oc-types:stat-interval,,,
system/cpus/cpu/state/software-interrupt/max,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/software-interrupt/max-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/software-interrupt/min,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/software-interrupt/min-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/total/avg,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/total/instant,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/total/interval,leaf,read,uint64,oc-types:stat-interval,,,
system/cpus/cpu/state/total/max,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/total/max-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/total/min,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/total/min-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/user/avg,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/user/instant,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/user/interval,leaf,read,uint64,oc-types:stat-interval,,,
system/cpus/cpu/state/user/max,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/user/max-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/user/min,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/user/min-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/wait/avg,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/wait/instant,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/wait/interval,leaf,read,uint64,oc-types:stat-interval,,,
system/cpus/cpu/state/wait/max,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/wait/max-time,leaf,read,uint64,oc-types:timeticks64,,,
system/cpus/cpu/state/wait/min,leaf,read,uint8,oc-types:percentage,,,
system/cpus/cpu/state/wait/min-time,leaf,read,uint64,oc-types:timeticks64,,,
system/dns/config,container,,,,augmented,,Add network-instance to each DNS server configuration.
system/dns/state,container,,,,augmented,,Add network-instance to each DNS server state.
system/dns/config/network-instance,leaf,read+write,string,,augmented,,The network instance where the DNS servers are configured.
